id,title,description
2863,Free Bloomfold Electric Underlays,Barter Deal for a Bloomfold Electric Under Blanket Bloomfold is looking for enthusiastic content creators for a unique collaboration In exchange for one of our luxurious electric under blankets we d love to receive authentic creative User Generated Content UGC Think of a review video photos or a fun reel showcasing how our under blanket elevates your sleep during the colder months Interested Let us know how you d highlight our product We can t wait to see your creative ideas
3234,Cooperation,"I would like to introduce followers to a heat service location of their choice. In return, you can choose a product worth up to €."
904,FREE DRINKS TO SHARE,"Receive free drinks to share with your friends Sign up for this barter You will receive a tray of a flavor Mojo Maté Original Passionfruit of your choice What we ask from you Share some cans with friends or family Minimum story on Instragram and or included in a Tiktok product does not have to be the central point unless you like it, of course Fill out the questions that we send you Mojo Maté stands for Share Good Energy Our organic maté is grown and picked up responsibly So you know that what you drink gives you not only a good feeling but also where it comes from positively"
3281,Valentine deal Your Valentine on us,We give you FREE FOOD and you give us a SHOUT OUT Win Win for us Order from Vegan Burger Brothers for a delicious and nutritious meal at home and tell us how meaty it tastes For you can choose from our mouthwatering burgers loaded fries onion rings chicken nuggets and more Don’t forget to check out our Instagram and follow us Veganburgerbrothers for the latest updates and exclusive online deals Let us know which city you live in and let s make a barter deal
3428,Test our award-winning oil for natural skincare fans,"Our Organic Miracle Oil is a luxurious multi-functional treatment that provides deep hydration, nourishment and rejuvenation for all skin types. Whether you have sensitive skin, suffer from dryness, fine lines or dull complexion, the Miracle Oil offers the perfect mix of nutrients to make your skin look radiant, healthy and balanced. This product is praised for its versatility and effectiveness, helping improve skin texture and promote a natural glow while being gentle enough for even the most sensitive skin"
2940,Next Level Virtual Reality Gaming,"Hi there Creators! We are looking for some local influencers from the Randstad to make a video reel about the whole experience of playing at our virtual reality game center. We have a wide variety of Escape rooms, Shooters and all sorts of Mini games. You can pick and choose all of our games try our drink selection and be taken care of"
3099,Luxury Practice Room Warm Soothing Professional,"Perfect for Therapists masseurs healers bodyworkers coaches Why here This space is ideal for sessions of deep healing and personal transformation sessions It feels professional and warm, making your clients immediately feel at ease Barter Deals for the Luxury Practice Room For Who Holistic or Energetic therapists reiki practitioners massage therapists Coaching Business coaches physiotherapists more What do you get free half day in the practice room What can we expect Real about your session stories about the atmosphere"
2864,Free Electric Overblanket,"Barter Deal for a Bloomfold Electric Over Blanket! Bloomfold is seeking enthusiastic content creators for an exciting collaboration. In return for one of our cozy electric over blankets, we would love to receive authentic creative User Generated Content UGC. Whether it’s a review video, stylish photos or a fun reel, show how our over blanket keeps you warm and comfortable during chilly days! Interested? Share your creative ideas with us - we can't wait to collaborate!"
3105,Free handmade design products,"Do you enjoy beautiful, handmade products from the Netherlands? Maybe you are an interior stylist, entrepreneur, content creator or store that believes in functional, sustainable and stylish products. At COHOSO we offer unique, handmade Dutch quality products in exchange for authentic collaborations via Barter"
2941,Secret Ping Pong Speakeasy Reveal video,We just opened our Secret Ping Pong Speakeasy hidden in the center of The Hague and looking for creators to have a did you know that style reveal video where they come play in our room drink some cocktails play some music etc Depending on the result we do offer some payment for the deal as well either as barter or monetary
3588,RECEIVE A FREE Wooden Kids Playhouse Worth,"Do you have children and regularly share content about child lifestyle? We are looking for a creator to receive and showcase our beautiful wooden playhouse with their followers. What do you get? A stylish and sustainable wooden playhouse worth it, a beautiful addition to any kids room or play area, free shipping, potential for long-term collaboration. What do we expect? At least one TikTok or Instagram post featuring the playhouse, creative content showing how the playhouse fits into a modern and stylish kids room, a short explanation of its benefits: sustainable materials, playful design, and a perfect match for a stylish interior."
2866,Brustdruckgerät PRO V,UGC Video Spontaneous female creators
3098,Interior designer wanted for luxury design products,"Are you an interior stylist, entrepreneur, content creator or store that believes in functional, sustainable and stylish products? At COHOSO we offer handmade Dutch quality products in exchange for authentic collaborations via Barter. Why collaborate with us? Slim, practical design Our products are functional, stylish and easy to attach without drilling. Perfect for interior stylists, lifestyle creators, sustainable stores No costs only creativity Your reach and content"
2159,Local Taste Christmas special tastings in Tilburg,"HO HO HONGER Welcome to the Local Taste Christmas special. Creating memories with good food and drinks together That is what it’s all about during holidays. And that is exactly where Local Taste excels in. Connecting This Barter is entirely focused on showing that Local Taste is the perfect gift for the holiday season What is the Local Taste Experience? You receive a magazine and a bag with Taste Coins For every Taste Coin you receive a tasting from the kitchen of one of the affiliated restaurants in the municipality of Tilburg. You can choose which restaurant you visit All information about participating restaurants and the tastings that you get are listed in the magazine The tastings are free, but drinks are paid for by yourself Don’t forget to bring someone with you If your video does well, you will receive a nice bonus views views views"
3590,BluMill Thermal Brush,"Are you a pro in hairstyling and do you like creating content? We are looking for influencers who want to test the BluMill Thermal Brush and share their experience. What you get An exclusive discount code to score the brush The chance to create spontaneous creative UGC content Show your skills and dare to talk in front of the camera Whether you create a quick blowout, bouncy waves or extra volume, we want to see your unique touch"
1564,Luxury breakfast with bubbly.,Luxury breakfast buffet with bubbles for two people
3018,BMW VW Audi tuning and styling parts,"Do you want to style your BMW, VW or Audi with our aftermarket parts such as carbon spoilers or custom carbon steering wheels? Contact us."
2867,Test our winter routine Abloom's step routine for a wonderful winter glow,"Try out our Winter Skincare Routine Winter doesn’t have to mean dry, itchy skin With the right routine you can keep your skin soft, smooth and radiant. Your skin’s natural barrier locks in moisture but cold, dry air can weaken it leading to dryness and discomfort. The solution: Hydrate, protect and strengthen your skin’s barrier for a wonderful winter glow Abloom has created a winter routine with carefully selected products. Try out our winter routine as the guide to radiant, hydrated skin"
1545,RAPUNZEL festival,"The Parade in Utrecht continues MUSICAL SUMMER FESTIVAL with crackling comedy, sultry pop, imposing opera, vertical façade acrobatics and bouncing Balkan beats at a medieval tower near Utrecht ABOUT RAPUNZEL The festival season has a premiere RAPUNZEL In September the mythical Ham Tower in Vleuten opens its surrounding area for an enchanting summer festival full of music, theatre, acrobatics and dance. The grounds of the Ham Tower are being transformed into a magical place with impressive performances for the first time in history. RAPUNZEL is suitable for young and old Bas Kennis, keyboardist of BLØF, has been the owner of the Ham Tower and host of the festival. With RAPUNZEL his great wish comes true. Ever since I came here for the first time I saw how unique and atmospheric the terrain around the tower is and how suitable it would be for a festival. The terrain indeed has a magical feeling with the tower as a unique, ancient landmark from the past as the center of the decor. There was so much happening around former Castle den Ham where the Ham Tower is the remainder of it, so it feels very logical to add a new chapter here Everyone in the area knows the tower and has a bond or feeling with it. Let's celebrate that! Once upon a time On the terrain around the tower and on a floating stage in the moat there are all kinds of performing arts to see and hear such as among others The Floating Diva singer Leah Rye musician Fernando Lameirinhas opera singer Maura Wesseling cabaretier Ruud Smulders Balkan band Amariszi façade acrobat Sarah Kooij DJ duo Do The Moon and musical comedy duo Maartje Kine And for the lover and educational depth, the Historical Association Vleuten De Meern is present to tell about the history of the Ham Tower and its location and the relationship with sister castle Den Engh In the nut grove garden there are refreshments and snacks available provided by restaurant Dengh from Utrecht RAPUNZEL Location Hamtoren Address Hamlaan Vleuten Tickets can be purchased via the website September show of September show of September show of RAPUNZEL is organized by musical comedy duo Maartje Kine and Bas Kennis, owner of Hamtoren. For more information about line-up and tickets visit www.rapunzelfestival.nl"
2942,Swimwear,"In exchange for swimwear content, you can choose one of our swimsuits"
3429,LCC Wallet promotion,We are looking for enthusiastic content creators who want to collaborate to promote the Lord Chesterfield Coin LCC What you get A wallet with LCC currently worth of A unique opportunity to be part of a growing brand in the luxury furniture world Possible additional collaborations in the future
3591,BluMill Loopband.,"Are you active on social media and do you like a good workout? We are looking for influencers who want to test our BluMill Treadmill and share their experience. What you get An exclusive discount code for the treadmill The chance to make spontaneous creative UGC content Show us how you use it and dare to talk in front of the camera Whether you go for a brisk walk, a HIIT run or a daily step challenge we want to see your unique vibe"
3019,FREE Knitwear Sweater t w v,"Get a FREE handmade Spanish sweater of high quality premium fabrics in exchange for an Instagram or TikTok post Interested? Send us a message for more info If the collaboration goes well, we can build on it with multiple collaborations."
1532,Dinner at the Seafood Bar years,Get a delicious diner with a giftcard You can choose everything from the menu Enjoy the taste of the Sea It is possible we would like to promote the video so we can ask for your sparkcode It will be great for your reach as well We can use your video on our own socials as well
3480,How to make the best chicken nuggets,"In exchange for a video on Instagram, we will give you one kilo of chicken nuggets that are indistinguishable from the famous fast food chain with an M. These chicken nuggets are of higher quality and we sell them via rundenkip nl. The nuggets will be delivered frozen to your home and can be fried or made in the airfryer. We think it would be great if you make the well-known chicken nuggets with your own twist, so that you can respond to the trend of making my fast food gourmet"
3350,Creators for Black and Gold,"We'd like to see some content created in exchange for free clothing. Short clips, epic shots, reviews can all be a combination. Ideally we would like to find ambassadors who love the brand and want to start affiliating with us."
3430,Earn a Free Chesterfield King Armchair,"Are you an influencer who loves luxury and exclusivity This is your chance to win a real Chesterfield King armchair in antique red t w v and reward your followers How it works Promote the Lord Chesterfield Coin LCC through your content on Instagram Your followers create a LCC wallet and follow us on Instagram Every follower who does this receives free LCC coins As soon as you have allowed wallets to be created, you will receive a free Chesterfield King armchair Why participate Win a premium Chesterfield armchair completely for free Boost your engagement and give your followers an exclusive reward Connect your name with a luxury brand and increase your reach Opportunity for future collaborations with Chesterfield Ready to take on this challenge Join in and claim your exclusive Chesterfield armchair"
2943,Warm winter poncho,We are offering a warm winter poncho in exchange for content
2181,High Tapas for individuals at Pinchazz,On behalf of Pinchazz we offer a high tapas for two. You get courses of tapas with delicious matching wines
2180,Book a table for people at Pinchazz,"On behalf of Pinchazz we offer a walk-in dinner including a bottle of wine for two people. In return, we would like to receive a post story about our dishes and the atmosphere in the restaurant with references to Pinchazz."
2078,Fck The Recession Menu for two at Gusto,F CK THE RECESSION MENU Direct from Dubai For two persons we offer the F ck The Recession Menu worth per person Hereby you get Kaviaar Royal Asetra Golden Millionaires Tournedos and a finisher our own variant on the Dubai Chocolate Bar
2077,Drag Dinner Show for two at Gusto,On behalf of Bar Gusto we offer a course dinner for two people and a bottle of wine during our Drag Dinner Show worth Enjoy our queens who put on an amazing show for you in between the courses
3592,Beauty sleep set,"Are you a true Sleeping Beauty and do you like to share your favorite self-care tips? We are looking for influencers who want to test our Budget Bed Sleeping Beauty Set and share their experience. What you get An exclusive discount code on the set The chance to create spontaneous creative UGC content Show us how you prepare for a beauty sleep and dare to talk in front of the camera Whether you try out the heatless curls, relax with the sleep mask or wake up with a glowy look on the satin pillowcase we want to see your unique self-care moment"
3431,Getting a Chesterfield Armchair,"How does it work Promote the Lord Chesterfield Coin LCC through your content on Instagram You can figure out how to do this Your followers create a LCC wallet and follow us on Instagram Every follower who does this receives free LCC coins As soon as you have had wallets created, you receive a free Chesterfield King armchair"
1477,UGC Deal Cocktail Bar to the Barbary Years,Get a giftcard for a night in our speakeasy Enjoy delicious seafood and some cocktails And if you are in the mood dance the night away It is possible we would like to promote the video so we can ask for your sparkcode It will be great for your reach as well We can use your video on our own socials as well
3481,Testing artisanal fries snacks,Via RundenKip nl we sell artisanal fried snacks that we want to bring to your attention. We would like to send you a frying package on t w v for testing and presenting to your followers.
3224,Cooking with unique Wagyu meat.,"We sell Wagyu beef from our own cattle online and in our physical store in Amsterdam. This is a unique meat product and we would like to bring it further under the attention of the public. In exchange for a nice and unique video, you get x Wagyu steak that you can pick up at our store in Amsterdam"
793,Korean Toast Bubble Tea Date for Two,"You get free Korean toasts bubble teas of your choice and you can choose from our entire menu. We provide only the freshest of ingredients in our drinks to offer the highest quality drinks possible. Next to bubble tea, we also offer Korean toast - a popular grab-and-go egg sandwich in Korea that is delicious and filling - and a variety of Asian snacks. We hope to see you soon at our store. Please come between working days to avoid rush hours."
792,Bubble Tea Snacks Date for Two,"You get bubble teas, portions of Asian snacks, pieces free of choice and you can choose from our entire menu. We provide only the freshest of ingredients in our drinks to offer the highest quality drinks possible. Next to bubble tea we also offer Korean toast, a popular grab and go egg sandwich in Korea that is delicious and filling and a variety of Asian snacks. We hope to see you soon in our store. Please come between on working days and to avoid rush hours."
791,Gift Voucher Free Lunch Bubble Tea Person,"You get compensation for Korean toast bubble tea. The toast and bubble tea are free, and you can choose from our entire menu. We provide only the freshest of ingredients in our drinks to offer the highest quality drinks possible. Next to bubble tea we also offer Korean toast, a popular grab-and-go egg sandwich in Korea that is delicious and filling, and a variety of Asian snacks. We hope to see you soon in our store. Please come between on working days if possible to avoid rush hours."
789,Bubble Tea Date,"Come to our store and our lovely staff will help you choose the best drinks. You get bubble teas free of choice and you can choose from our entire menu. We provide only the freshest of ingredients in our drinks to offer the highest quality drinks possible. Next to bubble tea we also offer Korean toast, a popular grab-and-go egg sandwich in Korea that is delicious and filling, and a variety of Asian snacks. We hope to see you soon in our store. Please come between on working days Monday Friday and during the weekend to avoid rush hours."
1619,Are you the new face of GeezerBox?,We are looking for content creators who like to make a video weekly for GeezerBox. We offer the creators creative freedom but also give ideas as inspiration. The content will be posted on the channels of GeezerBox
1506,Make a cooking video for GeezerBox and receive a dinner box and kitchen equipment worth,We are looking for food creators who like to make videos for GeezerBox. With this deal you receive a dinner box and kitchen equipment worth €100.
3593,Mattress toppers.,"We are looking for creative and funny influencers who want to make a UCG video about the Felman Basic Topper. You not only have to be able to present well, but also give your own twist to the video. So if you are someone who masters the art of humor and creativity and would like to show your followers how the Felman Basic Topper changes your sleep or sleeping style"
3482,Kip snacks that are really tasty.,"Are you also a fan of chicken snacks? We would be happy to send you a package on t w v with the best chicken snacks from NL. We sell these via rundenkip nl in handy bags, where each piece is individually frozen. You can fry or make these snacks in an airfryer"
1751,Vegan waffles for two.,vegan waffles with a hot beverage of your choice
3351,Easy home-fermenting for foodies,"Discover the delicious flavors of fermented vegetables. You too can discover the delicious flavors of fermented foods at home, safely and easily. Kultured is the one-stop shop to get started with fermentation in a simple and very tasty way. From Cabbage to Sauerkraut Or maybe you want to try kimchi? Fermenting vegetables is child's play with Kultured. In this deal, we offer you a free Kultured Fermentation Box. This box contains all the necessary ingredients including clear instructions for making your own sauerkraut kimchi hot sauce pickles at home. You only need to buy the vegetables yourself. In exchange, we ask for a video in which you show how you got started with the Kultured Fermentation Box. Bonus points if you incorporate the end result into a delicious recipe"
3020,Personalize your AirPods with unique wraps.,"We are offering influencers the chance to promote our unique and ultra-thin AirPods wraps. These wraps are perfect for anyone looking to give their AirPods a personalised, stylish look. As part of this deal you will receive a free set of wraps of your choice to create a video with"
3199,Lord Chesterfield Coin promotion,Get and share the exclusive Lord Chesterfield Coin LCC The Lord Chesterfield Coin LCC is a luxury brand coin from Chesterfield perfect for fans of high end lifestyle furniture and rewards We are looking for influencers who want to promote this unique coin and give their followers the chance to download the app via https lordchesterfieldcoin com create a wallet and receive free coins What do you get A personal LCC Wallet with X coins to experience yourself Exclusive collaborations and extra rewards on successful promotion Goal Create awareness around LCC as an exclusive reward system and premium brand coin for Chesterfield
3595,The Mega Sint Show MECC Maastricht,"Get tickets for the Mega Sint Show at MECC Maastricht In this popular Sinterklaas show, Party Piet Pablo Love Piet and Sinterklaas take you on an exciting story and they sing their greatest hits. Dance and sing along with De Pieten Sinterklaas Move or Pietenliefde"
2945,Coffee Connoisseur Coffee Subscriptions Specialty Beans,"The goal of this campaign is to increase the visibility of Koffie Kenner, attract new customers and promote our products in an authentic way. We want to inspire consumers to discover their ideal specialty coffee through honest, engaging and high-quality content. We offer free coffee products worth up to €100 in exchange for promotion"
3352,May we have your attention luxury candle lovers,"Hi, with this deal you will receive a discount on our collection for a limited time."
2158,Local Taste Christmas special tastings in Breda,"HO HO HONGER Welcome to the Local Taste Christmas special. Creating memories with good food and having a nice drink together That is what it’s all about during holidays. And that is exactly where Local Taste excels in. Connecting This Barter is entirely focused on showing that Local Taste is the perfect gift for the holiday season What is the Local Taste Experience? You receive a magazine and a bag with Taste Coins For every Taste Coin you receive a tasting from the kitchen of one of the affiliated restaurants in the municipality of Breda. You can choose which restaurant you visit All information about participating restaurants and the tastings that you get are listed in the magazine The tastings are free, but you pay for your drinks yourself. Don’t forget to bring someone with you If your video does well, you will receive a nice bonus views views views"
3872,Kingsday Coffee Party,You ll get a FREE TICKET for the La Mulata Coffee Party in Amsterdam on Kingsday To start off your kingsday with the famous coffee party In return for promotion for our event upfront We will select only influencers Some details about the event Date April Kingsday Celebration Time AM PM Location Haarlemmerdijk H Amsterdam Following Lucy Join us for a special Kingsday Edition of La Mulata Coffee Party This time we re turning up the vibes with LU LU Start your Kingsday celebration this year with our coffee party Enjoy a delicious cup of coffee at La Mulata soak in the festive atmosphere and connect with amazing people in a warm and vibrant setting Don t miss this unique celebration mark your calendars and come share the experience with us HOUSE TECHNO LATIN COFFEE FOOD CLOTHES MORE
899,Free treatment of choice House Of Bratz Rotterdam,Free treatment of your choice with a maximum value of This high-end clinic offers you filler botox and skin treatments Please visit Instagram houseofbratz to get an impression
3118,Keep track with our diamond chalk and cork boards,Get a free diamond chalkboard and cork board kit plus markers to decorate. Have an extra one to give away
3238,Specialty Coffee Beans.,"The goal of this campaign is to increase the visibility of Koffie Kenner, attract new customers and promote our products in an authentic way. We want to inspire consumers to discover their ideal specialty coffee through honest, engaging and high-quality content. We offer free coffee products worth up to €100 in exchange for promotion"
3432,Free play tent with v,"Speelkleed nl offers high-quality educational playmats with detailed city roads and landscape motifs. These playmats stimulate creative and interactive play for children, where they can invent their own adventures with cars, trains and dolls. The mats are durable, safe and suitable for home, schools and nurseries. City Play eu focuses on innovative playing concepts that promote the imagination and motor skills of children. Perfect for hours of fun"
3116,Taste and learn to eat vegetables and fruits with your child.,"Do you already know the table cards with vegetables and fruits? These cards can be used to teach your child in a fun way to taste and eat. As soon as these cards are on the table, the adventure can begin. During the meal, your child and you will be challenged to taste vegetables and fruit. The table cards contribute to a relaxed atmosphere, funny moments and conviviality at the table. These table cards suit every family at the table. It is great fun to learn more for children who already like to eat vegetables and fruits. But also perfect for children who shout loudest that they do not want to eat it. From these cards it is clear for children why they want to eat broccoli, spinach or even peaches. They are also challenged to experiment with the vegetable or fruit. The table cards contribute to becoming comfortable with vegetables and fruits and optimizing the image of vegetables and fruits. In this way, the table cards contribute to the development of a healthy eating pattern. Fun for children but also ideal for parents. Because what do you say now to enthuse your child? How can you ensure that they remain relaxed at the table, but above all, enjoyable and nutritious? This box with table cards provides enough inspiration. You will receive my edition of the table cards with vegetables and fruits"
3877,Nutzy is on fire.,"Nutzy is the jobboard of the Netherlands Help us to tell this to the world Help us by telling what you think is important about work For me, work is more than just earning money I want to work somewhere where I can make a difference, grow and be myself Flexibility is not a luxury it’s normal Why should you stick to nine to five if there are smarter ways? I want to learn and develop, switch when necessary Not waiting for ten years for an opportunity but creating opportunities"
3596,Haarlem banks,"We want to bring these benches to the man It's a beautiful bench that can stand in the garden or by the house You get a GARDEN BENCH ALLURE for EUR Dimensions cm long x cm deep x cm high backrest The seat is cm high What makes Haarlem Benches unique High quality Our products are made with craftsmanship and offer an outstanding quality that you can rely on Modern warm and trendy design Our products combine effortlessly modern aesthetics with a warm nostalgic look that fits perfectly in any environment Excellent seating comfort Whether you enjoy a book in the sun or relax with friends, our benches provide a comfortable seating experience that you will love Maintenance-friendly With only one treatment per year with hardwood maintenance oil, our products remain in top condition so you have more time to enjoy and less time spent on maintenance Resistant to all weather influences Rain or sunshine Our products are made of FSC hardwood and are solidly built This waste bin is almost maintenance-free"
3021,Wellness resort Elysium,Create content in the worldly atmosphere of Elysium where you will encounter many different sauna facilities You get exclusive access before opening time We want to show future guests that there is a lot to experience baths saunas and rest areas restaurants and relaxation rooms Elysium has a swimwear day every Monday and is then open until hour Take note the image material must be made before hour in connection with receiving guests Elysium has a swimwear day every Monday and is then open until hour Take this into account if you want to communicate The barter deal You receive one day entrance for persons to use at a classic or deluxe resort of BeWellness www.bewellness.nl
3524,Yellow two-piece bodysuit set,Receive our Cotton Two Piece Bodysuit Kit consisting of yellow jersey bodysuit with additional Swopper Wrap your baby in ultimate comfort with our luxuriously soft GOTS certified organic cotton bodysuit Ethically crafted in Europe this timeless piece is designed with both style and practicality in mind The gentle breathable fabric is perfect for delicate newborn skin providing all day comfort A ribbed neckline adds an elegant touch while easy access snaps make changes a breeze Product Details Rounded neckline and long sleeves Crew neck with ribbed trim Monochromatic enameled press stud closure on the inside leg and on the Swopper Composition organic GOTS certified cotton elastane Made in Europe
1646,Date of the idea for the puzzle walk in South Amsterdam,"Invite your date for a super fun puzzle tour through the beautiful South of Amsterdam. Solve puzzles and answer questions together, and carry out hilarious tasks"
3353,Emotional intelligence materials,"De Pauw is a valuable part of the Spiegelboom traject inspired by my thought heritage Colours of our Heart. This traject helps parents and children to recognize, understand and embrace emotions. By standing still at what an emotion really wants to tell, clarity arises and the child feels seen and heard. In addition, De Pauw contains twelve symbols that each represent a vital need of a child. Emotions are not only recognized but also used as guides towards inner strength. This helps children to stay close to themselves, take good care of themselves and not get lost in life’s challenges. Through this approach, a child builds a solid foundation of self-confidence, resilience and self-love, which allows them to walk their own path with strength and confidence"
1275,VIP access to the biggest gaming event of the year,"Are you in to be surprised at one of the biggest gaming events of this year? We are looking for nano and micro creators and you get VIP passes, free food and drinks for this mega exclusive event. The date is still a secret so that the smarties among you cannot find out what it’s all about"
3483,Wine Food Tasty combinations Grape N Green,"A good glass of wine by itself is already enjoyable, but combined with the right dish it becomes a real culinary experience. From a creamy cheese platter to tasty tapas or a homemade dinner, the right wine and food combination elevates your dish to a higher level. Are you a lover of good food and do you like sharing culinary inspiration with your followers? This collaboration is for you! The Deal You receive one bottle of wine of your choice excluding sparkling wine that matches a dish of your choice or let yourself be surprised Optionally You get an exclusive discount code to share with your followers What We Expect from You At least posts and Reel in which you show the wine and the matching food pairing Tell us why this combination works so well and share your experience Mention and tag Grape N Green and refer to our webshop Create visually appealing, authentic content in your own style It is possible to combine multiple deals"
204,VIP access to the biggest gaming event of the year,"Are you in to be surprised at one of the biggest gaming events of this year? We are looking for nano and micro creators and you get VIP passes, free food and drinks for this mega exclusive event. The date is still a secret so that the smarties among you cannot find out what it’s all about"
3239,King's Day with LEEUWTJE shots,"Score free LEEUWTJE shots for Kingsday Hey party people Do you want to share the ultimate Kingsday must have with your followers We are looking for enthusiastic influencers who want to promote our iconic LEEUWTJE shotje What do you get in a box with LEEUWTJE shotjes? The ultimate orange vanilla flavor explosion x COME ON THAT SHOT scarf guaranteed orange vibes discount code for your followers KINGLEEUWTJE The chance to collaborate with the newest orange tradition for every orange moment What do we expect from you At least one post or reel and story on Instagram or TikTok before Kingsday with the discount code KINGLEEUWTJE Show how you and your friends enjoy the unique orange vanilla flavor of LEEUWTJE Tag us leeuwtje nl and use the hashtags Link to our website www leeuwtje nl ATTENTION In your content, you must mention that LEEUWTJE has the perfect orange vanilla taste that makes Kingsday even more delicious"
1609,Date of the idea for a puzzle tour along the Frisian lakes,"Discover the beauty of Frisian Lakes with your partner in this super fun car puzzle tour Navigate through narrow roads and beautiful villages, solve puzzles on the way watch out for the car bingo and answer questions about the route"
3354,Hairstyling video,Are you a passionate hairstylist enthusiast who wants to help us showcase our multi-styling tools on social media? Then we’re looking for you. Add our new multi-styler to your collection today.
3484,Special beer evening,Special beer evening In March we have a special beer evening with Brouwsters Proeven delicious beers from this brewery while enjoying a delicious snack platter
3355,Wooden Wall Panel Collaboration Create next level content in your home or business with our panels,"Create next level content in your home or business with our wooden wall panels. Choose a panel color and size for your project. Let us know your plans for the panels. Once approved, we'll send the panels to your location. You complete your project, shoot content, tag #akuwoodpanel co uk and send us all the material"
3356,Acoustic Panels Collaboration Create Next Level Content In Your Home or Business With Our Acoustic Panels,"Create next level content in your home or business with our acoustic panels. Choose an acoustic panel color and size for your project. Let us know what you plan to do with the panels. After approval, we will send the panels to your address. You complete your project, post content on akuwoodpanel de and send us all material today"
3240,Floor plan of your house to the W.,"Our Artli s are custom made for you by our artists. Upload a photo of your home or someone you love. We create a personalized illustration that can be adapted to your liking. After approval, we print the work and deliver it framed at home."
3022,shirt sweater organic cotton of your choice,"Our ideal customer is a man of between the age of and who likes to wear shirts or sweaters with a nice print that provokes reactions and can start a conversation. He is someone who cares about the world and what happens in it. Positive, optimistic, aware, social, open-minded, inspiring, sustainable, fashion, music, film, travel, nature, sports. These are some keywords that apply to him. Shirt Alert stands for making the world a little bit more beautiful and fun. We do this with quirky shirts, sweaters and hoodies with a wink. Intended to provoke reactions, make people laugh and create interaction. But also to give the wearer the chance to show more of himself. A sense of humor, film or music taste, favorite travel destination or quote, whatever. Besides the human aspect, we also want to make the world a little bit more beautiful by burdening the environment as little as possible. That is why we choose clothing from Stanley Stella organic, which makes the entire production chain as green as it can be. And it is clothing of top quality, so it needs to be replaced much less often. We are looking for enthusiastic reels that put Shirt Alert's intentions in a positive light. The aim is to increase brand awareness and the number of visitors to the webshop. Things that can be emphasized in a reel include: the wide range of choices in terms of color, subject matter, but also the fact that some designs can be completed by the wearer himself (think of favorite song lyrics, Spotify player or favorite travel destination). The sustainable choice of organic cotton and Shirt Alert plants a tree with Trees for All for every item sold minus per month. Quality, comfort, lifespan. It is possible to benefit from early shirt discount by simply filling in an email address. Custom designing a unique shirt with Shirt Alert is also possible. The number of reels and the ideas for their content can be discussed in consultation. It would be nice if the three different models according to choice receive approximately equal attention"
3120,Fabric Lint Shaver.,"Bye Bye Lint Hello Fresh Meet the Fabric Lint Shaver, your new secret weapon against lint and pills Give your old sweaters, jackets and furniture a second life with this compact and super handy gadget In just a few seconds your fabrics will look like new again"
3485,Cosy Brunch,"Feeling brunchy I got you To end the week in style at Boris with a relaxed brunch full of flavour and cosiness Be surprised by share dishes, truffle fries and a delicious dessert to share from the chef Make the afternoon extra cosy with games from our game table and create memories together Come inside between and"
3003,Plug and Play Solar Panel System Generate Your Own Energy,"Are you looking for an easy and affordable way to save energy? With the Plug Play Solar Panels from CJX Solar, you can easily take a step towards sustainability. What makes our solar panels unique Simple installation Connect the panels directly to a power outlet No hassle no extra costs Everything in one solution Our sets are the only ones on the market where everything comes from the same manufacturer for maximum reliability Sustainable and affordable Reduce your energy costs and contribute to a greener world Flexible placement Suitable for home, office or even temporary events"
712,Boozy brunch Rotterdam,Enjoy our delicious brunch and unlimited mimosas and sangria for two hours
3487,Freddy's High Fry.,With Freddy's High Fry you can choose from our small size homemade loaded fries to share with your friends and have a refreshing milkshake or soda. This deal exclusively available in our new location at Lijnbaanssteeg.
3027,Formula experience at Racesquare,"Are you an influencer and do you want to introduce your followers to a unique racing experience? Dive into the world of Formula at Racesquare Step into our high-end simulators and compete against friends, colleagues or family. Feel like a F1 driver on your favorite circuit. Suitable for everyone, no previous racing experience required. Perfect for team outings, company events, bachelor parties, children's parties or as a fun day out. We are open to various collaborations. What we offer Depending on your reach, you will receive an experience worth followers followers followers The exact collaboration and compensation is always negotiable. We like to think along with you Where can you post Instagram TikTok YouTube or a combination Your assignment Make a post and story with the hashtag racesquare and inspire your followers with the ultimate Formula experience at Racesquare Locations Zandvoort Zwolle Rotterdam Kerkrade Utrecht and Alkmaar Curious about all our races and arrangements? Check out racesquare nl for more information Are you interested? Reply directly to this collaboration and we will contact you soon."
3123,Digital Quiz Package,You will receive a digital quiz package from Quiz Brothers so that you can easily organize your own quiz with your group. What do you get? A PowerPoint presentation in which all questions and answers are included. A document for the quizmaster PDF file including brief explanation beforehand. An answer form of Quiz Brothers PDF file. The quiz package is sent by email.
